supermarket,category,name,description,price,reference_price,reference_unit,insert_date
mercadona-es,alimentacion_conservas_pescado_mejillones,Arroz con leche La Ermita de San Pedro sin gluten 270 g.,,21.950431000439966,77.25415744570284,kg,2022-04-01 00:00:00
dia-es,perfumeria_e_higiene_cosmetica_rostro,CISNE fregona tiras microfibra bolsa 1 ud,,5.662391194379176,14.862704617243157,€/l.,2022-04-01 00:00:00
dia-es,bebidas_refrescos_isotonicas,DIXIE pipeta antiparasitaria para perros medianos blíster 3 uds,,9.82214637472912,14.609192580844407,kg,2022-04-01 00:00:00
mercadona-es,la_despensa_dulce_y_desayuno_cremas_de_cacao_avellana_y_cacahuete,Crema de cacao con leche y avellanas Carrefour 750 g.,,6.770373668244859,11.720557067251013,kg,2022-04-01 00:00:00
carrefour-es,cuidado_del_cabello_peines_y_accesorios,Berlina Fondant Donuts 204 g.,Pack-2,1.4175737779455704,4.9154264216021595,kg,2022-04-01 00:00:00
dia-es,parafarmacia_nutricion_y_dietetica_tratamientos_naturales,GIRALDO bacalao al pil pil bandeja 300 gr,,5.502003117365059,6.8051612785798525,L,2022-04-01 00:00:00
mercadona-es,bebidas_aguas_y_zumos_zumos_no_refrigerados,STARBUCKS café capuccino vaso 220 ml,Caja,5.547642157043699,9.462974592781913,kg,2022-04-01 00:00:00
dia-es,la_despensa_alimentacion_vitaminas_y_complementos,Complemento alimenticio próstrata Sanon 60 cápsulas.,,4.28041861240644,21.53345264333688,kg,2022-04-01 00:00:00
carrefour-es,perfumeria_e_higiene_higiene_bucal_dentifricos,LOS MOLINOS vino tinto crianza DO Valdepeñas botella 75 cl,,1.5150990237685724,1.4504571277937566,kg,2022-04-01 00:00:00
carrefour-es,drogueria_y_limpieza_accesorios_limpieza_fregonas,Aceitunas rellenas de pimiento Hacendado,1 Ud.,1.410664308955557,2.078740904639403,€/Kg.,2022-05-01 00:00:00
dia-es,bebe_alimentacion_infantil_tarritos_y_platos_preparados,Vino D.O. Somontano tinto reserva Laus 75 cl.,,1.4783329437054882,1.348220113295484,€/ud.,2022-05-01 00:00:00
carrefour-es,bebidas_vinos_tinto,Patatas fritas lisas Carrefour 170 g.,,5.948912275115673,21.63632353271552,kg,2022-05-01 00:00:00
carrefour-es,desayuno_dulces_y_pan_preparacion_de_postres_decoracion_y_complementos_para_postres,Sérum ácido hialurónico revitalift filler L'Oréal 30 ml.,Pack-3,4.278149025254496,55.87880670500398,€/l.,2022-05-01 00:00:00
mercadona-es,la_despensa_yogures_y_postres_otros_postres,CORNETTO Crush helado cono chocolate blanco XXL caja 4 uds 240 gr,,1.039767075867199,9.519828428899608,€/Kg.,2022-05-01 00:00:00
dia-es,carne_aves_y_pollo,Rotuladores Bic Kid Couleur Surtidos 18+6 uds,200 Ml.,0.8429364989353116,0.817162667141649,kg,2022-05-01 00:00:00
mercadona-es,la_despensa_dulce_y_desayuno_chocolates_turrones_y_bombones,DOVE jabón de manos pastilla 100 gr,45 Ud.,1.22292349796284,2.701506534493903,€/Kg.,2022-05-01 00:00:00
carrefour-es,drogueria_y_limpieza_accesorios_limpieza_guantes,DAEN cera depilatoria en perlas rosa mosqueta caja 200 gr,5 G.,0.911058419097667,6.760880768238674,l,2022-05-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_mermeladas_membrillos_y_compotas,SIMON LIFE naranja botella 1.5 l,,5.460000842831753,14.078499785085722,kg,2022-05-01 00:00:00
carrefour-es,aceite_especias_y_salsas_mayonesa_ketchup_y_mostaza,Helado sándwich de nata Hacendado,,8.851749787903124,1.638147237981047,100ml,2022-05-01 00:00:00
carrefour-es,limpieza_y_hogar_papeleria_colorear,Tomate frito Hacendado,Botella,9.311419036863722,1.4646505337181739,€/ud.,2022-05-01 00:00:00
carrefour-es,carne_conejo_y_cordero,Papilla zanahorias baby con ternera Hero baby +6 meses,,2.1034005268334792,8.680817872063436,€/Kg.,2022-05-01 00:00:00
carrefour-es,la_despensa_alimentacion_vitaminas_y_complementos,Champú reparador para cabellos dañados Total Repair 5 L'Oréal-Elvive 370 ml.,45 Ud.,4.703115275963977,23.99966401471082,kg,2022-05-01 00:00:00
mercadona-es,perfumeria_e_higiene_boca_y_sonrisa_dentifricos,Papilla zanahorias baby con ternera Hero baby +6 meses,,0.8804963281068184,0.8163101213802794,kg,2022-06-01 00:00:00
mercadona-es,charcuteria_y_quesos_queso_untable_y_fresco,Aquarius sabor limón lata 33 cl.,,1.5229665131589007,10.528713353560773,100 g,2022-06-01 00:00:00
carrefour-es,la_despensa_yogures_y_postres_yogures_desnatados,Papilla zanahorias baby con ternera Hero baby +6 meses,,1.5142326566326423,10.354578269932922,ud,2022-06-01 00:00:00
carrefour-es,bebidas_vinos_todos_los_vinos,Café espresso en cápsulas Nescafé Dolce Gusto 16 unidades de 6 g.,,6.7278116415001925,0.3404278494840346,€/Kg.,2022-06-01 00:00:00
carrefour-es,la_despensa_alimentacion_salsas_y_tomate_frito,DIA palitos de mozzarella bolsa 400 gr,,1.4083860640351136,26.818222971199663,kg,2022-06-01 00:00:00
carrefour-es,limpieza_y_hogar_productos_para_cocina_aditivos_y_limpiamaquinas,Chocolate con leche Milka pack de 4 tabletas de 100 g.,,2.6483819865955804,2.586671022212023,ud,2022-06-01 00:00:00
carrefour-es,bebidas_aguas_y_zumos_zumos_no_refrigerados,Zumo de naranja Don Simón sin pulpa brik 1 l.,90 Ud.,3.4301361664815926,2.2928641877061713,€/Kg.,2022-06-01 00:00:00
dia-es,perfumeria_e_higiene_higiene_intima_aseo_intimo,STARBUCKS café capuccino vaso 220 ml,,8.3878639269619,55.880153201215464,l,2022-06-01 00:00:00
dia-es,la_despensa_conservas_sopas_y_precocinados_caldos_sopas_y_pure,Alfombra moqueta Lemans Dream Car - 4 piezas con talonera termosellada,290 G.,4.6309733597034555,4.550577264586021,l,2022-06-01 00:00:00
carrefour-es,desayuno_dulces_y_pan_pan_pan_aperitivo,Caldo de pollo Carrefour sin gluten brik 1 l.,370 G.,0.8761673210781039,0.7343982850308898,kg,2022-06-01 00:00:00
carrefour-es,el_mercado_la_cocina_de_carrefour_sushi_del_dia,DANI ajo molida frasco 55 gr,,3.880247683813546,104.91272405390912,kg,2022-06-01 00:00:00
dia-es,la_despensa_alimentacion_aceites_y_vinagres,Desodorante fresh vaporizador Sebamed 75 ml.,75 Ml.,2.5239934815152893,0.8663454185810363,kg,2022-06-01 00:00:00
carrefour-es,parafarmacia_cuidado_corporal_desodorantes,Dentífrico blanqueador Smile for good Colgate 75 ml.,,3.976078257998842,1.0404213037059524,€/Kg.,2022-06-01 00:00:00
mercadona-es,alimentacion_conservas_pescado_mejillones,Manzana reineta,,2.8199736738037826,3.125647205508943,€/l.,2022-07-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_mermeladas_membrillos_y_compotas,Mermelada de melocotón La Vieja Fábrica 350 g.,,1.347014651611355,0.2567891106372098,€/ud.,2022-07-01 00:00:00
dia-es,postres_y_yogures_yogures_liquidos,PHARMALINE gel de ducha atopic bote 750 ml,500 G.,7.897199992207977,15.164561812193602,kg,2022-07-01 00:00:00
carrefour-es,el_mercado_panaderia_bolleria_y_pasteleria_pan_de_molde_tostado_y_picos,Regañás con aceitunas y orégano Abuelobread sin gluten y sin lactosa 50 g.,,0.9874425355662994,6.5325862075982455,kg,2022-07-01 00:00:00
carrefour-es,bebidas_licores_y_cremas_licores_y_orujo,"Café sontuoso en cápsulas L'Or Espresso compatible con Nespresso 20 unidades de 5,2 g.",6 Pzas.,10.946764624506093,1.4069488268907193,kg,2022-07-01 00:00:00
dia-es,alimentacion_legumbres_garbanzos,DIA infusión menta poleo estuche 25 bolsitas,,0.7241034985950836,0.8167097510251369,€/Kg.,2022-07-01 00:00:00
dia-es,carne_aves_y_pollo,Detergente en polvo con jabón de Marsella Carrefour 50 cacitos,,2.465331755279174,9.686412723853671,kg,2022-07-01 00:00:00
carrefour-es,cuidado_del_cabello_peines_y_accesorios,Complemento alimenticio próstrata Sanon 60 cápsulas.,Caja,1.4304371248109788,12.77160754581148,100 g,2022-07-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_mermeladas_membrillos_y_compotas,Vino tinto Solaz V.T.Castilla 3 l.,,2.0938351881129464,5.804400575525161,€/l.,2022-07-01 00:00:00
dia-es,bebidas_licores_y_cremas_licores_y_orujo,DANI ajo molida frasco 55 gr,,1.3472506397811446,2.1209442895114625,ud,2022-07-01 00:00:00
dia-es,la_despensa_conservas_sopas_y_precocinados_croquetas_y_rebozados,Mayonesa Hacendado,,6.577811358330809,12.13325146078369,kg,2022-07-01 00:00:00
mercadona-es,bebidas_vinos_tintos_castillala_mancha,SCHOLL Gel activ plantillas uso diario para mujer talla 35.5 - 40.5,6 Pzas.,1.6723250182046117,8.447149262223512,kg,2022-07-01 00:00:00
mercadona-es,el_mercado_quesos_rallados,FILIPINOS roscos de galleta con chocolate blanco paquete 135 grs,,0.6586378745078385,3.695246659808986,L,2022-07-01 00:00:00
carrefour-es,cuidado_facial_y_corporal_higiene_intima,Detergente en polvo con jabón de Marsella Carrefour 50 cacitos,,1.9220308672818567,3.8991322403814808,ud,2022-07-01 00:00:00
carrefour-es,limpieza_y_hogar_menaje_y_conservacion_de_alimentos,Detergente líquido Actilift Ariel 50 lavados.,,7.442371497302965,9.712327418330023,100 ml,2022-07-01 00:00:00
carrefour-es,la_despensa_aperitivos_patatas_fritas,Desodorante fresh vaporizador Sebamed 75 ml.,Pack-8,3.8000683464237945,3.5763309136118893,ud,2022-07-01 00:00:00
mercadona-es,bebe_higiene_champu,Pastillas antical para lavadoras 3 en 1 en Calgon 45 ud.,,16.299970332975736,15.89988765956026,€/l.,2022-08-01 00:00:00
carrefour-es,bebe_alimentacion_infantil,Semillas de chía San Blas 350 g.,750 G.,1.4155882514260507,2.329919383880636,100 ml,2022-08-01 00:00:00
dia-es,la_despensa_conservas_sopas_y_precocinados_conservas_de_vegetales,Sérum ácido hialurónico revitalift filler L'Oréal 30 ml.,270 G.,1.9879933443292062,2.553342483330372,ud,2022-08-01 00:00:00
dia-es,la_despensa_conservas_sopas_y_precocinados_bio_en_conservas_sopas_y_precocinados,"Cesta baño Aromatherapy Gloss: Gel de ducha 300 ml, loción 300 ml, exfoliante 100 ml, bombas baño 300 g, vela 1 ud y esponja ",200 G.,12.992161115883038,8789.152252621567,l,2022-08-01 00:00:00
dia-es,parafarmacia_cuidado_e_higiene_facial_cremas_faciales,Nigiri de salmón Sushi Daily,1 Ud.,1.5224620512786742,27.02454554023484,€/Kg.,2022-08-01 00:00:00
mercadona-es,bebidas_refrescos_isotonicas,Champú reparador para cabellos dañados Total Repair 5 L'Oréal-Elvive 370 ml.,,2.383642356944784,9.64727098539063,,2022-08-01 00:00:00
dia-es,alimentacion_conservas_pescado_mejillones,WUDY salchichas con queso envase 150 g,,1.2662833319078115,2.7256095051779274,kg,2022-08-01 00:00:00
dia-es,perfumeria_e_higiene_higiene_bucal_dentifricos,Bebida láctea sin lactosa de fresa Hacendado,Pack-8,2.4332468323276086,2.3648206865849586,€/ud.,2022-08-01 00:00:00
dia-es,alimentacion_legumbres_garbanzos,PHARMALINE gel de ducha atopic bote 750 ml,,7.551844862497995,8.925132107145663,kg,2022-08-01 00:00:00
mercadona-es,platos_preparados_pescado_pescado,Cepillo cabello térmico iónico Deliplus 25 mm,90 Ud.,23.625726209663913,70.02687759955545,€/Kg.,2022-08-01 00:00:00
mercadona-es,limpieza_y_hogar_papeleria_colorear,Papilla zanahorias baby con ternera Hero baby +6 meses,,0.24186921088886637,0.0,kg,2022-08-01 00:00:00
mercadona-es,la_despensa_yogures_y_postres_otros_postres,Lote de Navidad nº 30,370 G.,12.768809617387351,15.202477095062237,kg,2022-08-01 00:00:00
mercadona-es,limpieza_y_hogar_utensilios_de_limpieza_y_calzado,Chocolate extrafino negro Hacendado,,1.4382572491973264,13.36843906611548,€/ud.,2022-08-01 00:00:00
carrefour-es,la_despensa_yogures_y_postres_yogures_liquidos,Refresco lima limón Sprite,Bote,0.9361226941217197,4.312557347926942,l,2022-09-01 00:00:00
carrefour-es,cuidado_facial_y_corporal_higiene_intima,Cuartos traseros familiar de pollo,Pieza,1.3382660960460557,2.1902429674208532,ud,2022-09-01 00:00:00
dia-es,el_mercado_charcuteria_chorizo_lomo_y_otros,Vino tinto Solaz V.T.Castilla 3 l.,Pack-4,7.465733709873968,62.20982608893079,L,2022-09-01 00:00:00
dia-es,desayuno_dulces_y_pan_pan_pan_aperitivo,DIA manzanilla estuche 25 bolsitas,1 L.,13.790535016807274,9291.431839981373,€/Kg.,2022-09-01 00:00:00
carrefour-es,bebidas_aguas_y_zumos_zumos_no_refrigerados,Aceite para el cuidado de la piel Bio-Oil 200 ml.,500 Ml.,1.888357667398715,26.11788608080965,100 g,2022-09-01 00:00:00
carrefour-es,limpieza_y_hogar_cuidado_de_la_ropa_detergentes,WUDY salchichas con queso envase 150 g,6 Pzas.,10.311843920897333,15.253609389945828,100 ml,2022-09-01 00:00:00
carrefour-es,el_mercado_charcuteria_chorizo_lomo_y_otros,"Zumo de melocotón, manzana y uva Carrefour pack de 6 briks de 20 cl.",Bote,0.696502714778597,1.9401187245398634,100 ml,2022-09-01 00:00:00
carrefour-es,la_despensa_alimentacion_vitaminas_y_complementos,Ginebra 15 botanicals Blumara,Tarrito,1.3004974403261897,6.251079660897189,100 ml,2022-09-01 00:00:00
dia-es,la_despensa_dulce_y_desayuno_mermeladas_membrillos_y_compotas,Papilla zanahorias baby con ternera Hero baby +6 meses,Pack-3,9.783151421262154,3.0621696783719203,ud,2022-09-01 00:00:00
mercadona-es,perfumeria_e_higiene_higiene_bucal_dentifricos,Refresco lima limón Sprite,3 L.,2.2176702552247405,3.0325204303154427,lavado,2022-09-01 00:00:00
dia-es,desayuno_dulces_y_pan_pan_pan_aperitivo,Complemento alimenticio Lecitina de soja Vive Plus 250 g.,Caja,1.313267391324809,2.089214734878658,l,2022-09-01 00:00:00
carrefour-es,la_despensa_cestas_y_lotes_perfumeria_para_regalar,Aguardiente de orujo El Afilador 70 cl.,Pieza,4.201087014731329,45.46317356300238,€/l.,2022-09-01 00:00:00
carrefour-es,perfumeria_e_higiene_boca_y_sonrisa_dentifricos,Champú cuidado clásico para cabello normal o graso Tresemmé 855 ml,,1.32694852596839,0.25049552300769584,kg,2022-10-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_mermeladas_membrillos_y_compotas,"Café sontuoso en cápsulas L'Or Espresso compatible con Nespresso 20 unidades de 5,2 g.",,1.952187387625335,1.1799918112071408,€/ud.,2022-10-01 00:00:00
carrefour-es,limpieza_y_hogar_cuidado_de_la_ropa_detergentes,Agua de coco ecológica Cocomi sin gluten brik 1 l.,75 Cl.,3.7485166508877326,2.335438520602747,ud,2022-10-01 00:00:00
carrefour-es,limpieza_y_hogar_papeleria_colorear,Berlina Fondant Donuts 204 g.,,12.057423466909817,12.92022422784153,€/Kg.,2022-10-01 00:00:00
dia-es,la_despensa_conservas_sopas_y_precocinados_bio_en_conservas_sopas_y_precocinados,Aquarius sabor limón lata 33 cl.,5 G.,3.7895226832089843,2.330904647927827,kg,2022-10-01 00:00:00
mercadona-es,la_despensa_conservas_sopas_y_precocinados_croquetas_y_rebozados,Queso rallado cheddar Margui 200 g.,1 Ud.,2.7421239274216056,0.3833354940383437,ud,2022-10-01 00:00:00
carrefour-es,limpieza_y_hogar_menaje_y_conservacion_de_alimentos,Refresco lima limón Sprite,750 G.,18.723893161289006,19.439205210953407,ud,2022-10-01 00:00:00
dia-es,bebidas_refrescos_isotonicas,Colutorio diario flúor Fluor-Aid 500 ml.,,20.91767361683704,18.15764121057689,lavado,2022-10-01 00:00:00
carrefour-es,la_despensa_alimentacion_salsas_y_tomate_frito,Arroz con leche La Ermita de San Pedro sin gluten 270 g.,370 G.,1.5859168860773174,1.4762918854407723,ud,2022-10-01 00:00:00
carrefour-es,la_despensa_yogures_y_postres_otros_postres,CISNE fregona tiras microfibra bolsa 1 ud,,4.019103645910305,12.686747695147128,ud,2022-10-01 00:00:00
mercadona-es,bebidas_refrescos_isotonicas,Bífidus con frutas Hacendado,,4.583850816209195,10.978501308894385,L,2022-10-01 00:00:00
mercadona-es,la_despensa_cestas_y_lotes_perfumeria_para_regalar,STARBUCKS café capuccino vaso 220 ml,,5.094093320297682,0.46558540424827594,lavado,2022-10-01 00:00:00
dia-es,perfumeria_e_higiene_cuidado_manos_jabon_de_manos_pastilla,Chuletas de cordero paletilla,Lata,4.682149488000429,0.0951046735253724,l,2022-10-01 00:00:00
carrefour-es,el_mercado_charcuteria_foie_pates_y_sobrasadas,Bífidus con frutas Hacendado,,3.9278659972784307,57.93316044144906,lavado,2022-10-01 00:00:00
dia-es,drogueria_y_limpieza_accesorios_limpieza_fregonas,SIMON LIFE naranja botella 1.5 l,,1.7950182228208587,1.2738351168562,€/ud.,2022-10-01 00:00:00
carrefour-es,la_despensa_yogures_y_postres_yogures_liquidos,FOXY servilletas decoradas tamaño 40 x 40 cm paquete 45 uds,Caja,0.25932467955639577,0.0,kg,2022-11-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_cremas_de_cacao_avellana_y_cacahuete,CORNETTO Crush helado cono chocolate blanco XXL caja 4 uds 240 gr,Botella,3.959395261245477,54.75164892311215,100ml,2022-11-01 00:00:00
mercadona-es,la_despensa_aperitivos_patatas_fritas,Complemento alimenticio Lecitina de soja Vive Plus 250 g.,85 Cl.,8.349005873767881,19.069320463072366,kg,2022-11-01 00:00:00
dia-es,charcuteria_y_quesos_queso_untable_y_fresco,Helado After Dinner Magnum sin gluten 10 ud.,270 G.,5.947617414628888,0.34492908255057686,kg,2022-11-01 00:00:00
carrefour-es,perfumeria_e_higiene_cabello_champus,Pan de molde sin corteza Carrefour 820 g.,Botella,12.0575575645215,13.079879260049172,100 ml,2022-11-01 00:00:00
carrefour-es,bebidas_refrescos_refrigerados,Menú premium para canarios Vitakraft 1Kg,,1.5976721421559903,11.32234876553394,lavado,2022-11-01 00:00:00
carrefour-es,bebidas_aguas_y_zumos_zumos_no_refrigerados,Alfombra moqueta Lemans Dream Car - 4 piezas con talonera termosellada,,5.729515497841189,0.31854823611150423,€/Kg.,2022-11-01 00:00:00
carrefour-es,azucar_caramelos_y_chocolate_chocolate,LOS MOLINOS vino tinto crianza DO Valdepeñas botella 75 cl,,6.110597273611826,0.30318697601274947,kg,2022-11-01 00:00:00
carrefour-es,la_despensa_alimentacion_aceites_y_vinagres,Helado After Dinner Magnum sin gluten 10 ud.,,2.444492186488107,0.8650212368664774,100 ml,2022-11-01 00:00:00
dia-es,la_despensa_conservas_sopas_y_precocinados_bio_en_conservas_sopas_y_precocinados,Atún en aceite de girasol Hacendado,500 Ml.,1.4588907250104828,2.1405264126761483,€/l.,2022-11-01 00:00:00
carrefour-es,lacteos_y_huevos_yogures_yogur_sabores,DAEN cera depilatoria en perlas rosa mosqueta caja 200 gr,90 Ud.,19.06398877264454,0.4296234880237288,kg,2022-11-01 00:00:00
carrefour-es,bebidas_refrescos_colas,Complemento alimenticio Lecitina de soja Vive Plus 250 g.,,0.4572716905837769,2.093918272502463,€/Kg.,2022-11-01 00:00:00
carrefour-es,la_despensa_cestas_y_lotes_perfumeria_para_regalar,Aceitunas rellenas de pimiento Hacendado,90 Ud.,0.639515810822722,128.1978489210436,kg,2022-11-01 00:00:00
mercadona-es,limpieza_y_hogar_cuidado_de_la_ropa_detergentes,Helado sándwich de nata Hacendado,,2.30201677465593,0.8856303441213481,kg,2022-11-01 00:00:00
dia-es,perfumeria_e_higiene_boca_y_sonrisa_dentifricos,Zumo de naranja Don Simón sin pulpa brik 1 l.,,11.058732304007338,15.869531120922314,ud,2022-11-01 00:00:00
carrefour-es,azucar_caramelos_y_chocolate_chocolate,SCHOLL Gel activ plantillas uso diario para mujer talla 35.5 - 40.5,500 G.,1.7119865256011415,9.839147198995066,€/ud.,2022-12-01 00:00:00
mercadona-es,aceite_especias_y_salsas_otras_salsas,Crema de cacao con leche y avellanas Carrefour 750 g.,,9.260091915178206,9.06046254691197,kg,2022-12-01 00:00:00
dia-es,bebidas_aguas_y_zumos_zumos_no_refrigerados,Detergente líquido Actilift Ariel 50 lavados.,Pack-4,0.7357232640119981,2.4110155099303707,kg,2022-12-01 00:00:00
dia-es,el_mercado_panaderia_bolleria_y_pasteleria_magdalenas_dulces_y_bollos,DIA DELICIOUS mini tostas con pasas bolsa 125 gr,,1.318239539400135,25.605933792547745,ud,2022-12-01 00:00:00
carrefour-es,perfumeria_e_higiene_cosmetica_rostro,Regañás con aceitunas y orégano Abuelobread sin gluten y sin lactosa 50 g.,5 G.,0.819008329700156,0.8006120032645829,l,2022-12-01 00:00:00
dia-es,charcuteria_y_quesos_queso_untable_y_fresco,FOXY servilletas decoradas tamaño 40 x 40 cm paquete 45 uds,,5.43377273539908,6.803840983539709,€/Kg.,2022-12-01 00:00:00
carrefour-es,la_despensa_yogures_y_postres_yogures_desnatados,Chorizo casero extra sarta Palacios 250 g.,Pack 4x120 G.,3.7958095483943346,4.677561835655666,100 ml,2022-12-01 00:00:00
mercadona-es,aceite_especias_y_salsas_mayonesa_ketchup_y_mostaza,Mermelada de melocotón La Vieja Fábrica 350 g.,,4.029479099819845,49.85541452397882,kg,2022-12-01 00:00:00
carrefour-es,el_mercado_panaderia_bolleria_y_pasteleria_pan_de_molde_tostado_y_picos,Mermelada de melocotón categoría extra Carrefour sin gluten 650 g.,1 L.,3.7738015913598058,3.3454661837953883,€/ud.,2022-12-01 00:00:00
mercadona-es,la_despensa_dulce_y_desayuno_mermeladas_membrillos_y_compotas,Bloque de hígado de pato blister Martiko 130 g.,,3.8687499199523754,102.40201890627769,kg,2022-12-01 00:00:00
dia-es,parafarmacia_bebe_embarazo_y_lactancia,Desodorante fresh vaporizador Sebamed 75 ml.,,4.644857852993408,4.574315204975861,L,2022-12-01 00:00:00
dia-es,la_despensa_yogures_y_postres_yogures_desnatados,Detergente líquido Actilift Ariel 50 lavados.,,1.6368630985935921,1.8632200185596008,kg,2022-12-01 00:00:00
dia-es,el_mercado_panaderia_bolleria_y_pasteleria_magdalenas_dulces_y_bollos,Yogur líquido con avena sin azúcar añadido Danone Danacol pack de 6 unidades de 100 g.,,1.189498959723317,2.7732394580177036,kg,2022-12-01 00:00:00
dia-es,parafarmacia_higiene_bucal_colutorio,Vino D.O. Rueda blanco verdejo Dama del Lago 75 cl.,Pack-2,1.6371031277124708,12.9315205903911,m,2022-12-01 00:00:00
carrefour-es,bebe_higiene_champu,Berlina Fondant Donuts 204 g.,,16.917956187701133,0.44788272974952903,€/ud.,2023-01-01 00:00:00
mercadona-es,limpieza_y_hogar_papeleria_colorear,SCHOLL Gel activ plantillas uso diario para mujer talla 35.5 - 40.5,,2.1715958948484255,3.96281426939844,l,2023-01-01 00:00:00
mercadona-es,mascotas_accesorios_accesorios,Aceite de oliva virgen extra De Nuestra Tierra D.O Sierra Mágina - Jaén 500 ml.,425 G.,1.6424405937889264,1.6694235249519838,L,2023-01-01 00:00:00
carrefour-es,perfumeria_e_higiene_cuidado_pies_crema,Crema de cacao con leche y avellanas Carrefour 750 g.,,0.837042858539526,0.8117372455418342,ud,2023-01-01 00:00:00
carrefour-es,perfumeria_e_higiene_cuidado_pies_crema,GIRALDO bacalao al pil pil bandeja 300 gr,,5.952714119553816,1.107087209713147,€/ud.,2023-01-01 00:00:00
mercadona-es,platos_preparados_pescado_pescado,DIA manzanilla estuche 25 bolsitas,,0.8921089628178034,0.010233614181478575,l,2023-01-01 00:00:00
carrefour-es,bebidas_aguas_y_zumos_zumos_no_refrigerados,DIA yogur fresa-plátano pack 8 unidades 125 g,25 Cl.,1.8574006401219767,28.127141584185352,€/Kg.,2023-01-01 00:00:00
mercadona-es,parafarmacia_higiene_bucal_colutorio,SIMON LIFE naranja botella 1.5 l,,3.957997821035326,52.87867054326931,kg,2023-01-01 00:00:00
carrefour-es,postres_y_yogures_yogures_liquidos,Cuartos traseros familiar de pollo,Bandeja,22.135462600521308,64.9439428652704,,2023-01-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_chocolates_turrones_y_bombones,Vino D.O. Somontano tinto reserva Laus 75 cl.,,4.6020686955064205,22.72200820063898,kg,2023-01-01 00:00:00
carrefour-es,la_despensa_lacteos_batidos_y_horchatas,CORNETTO Crush helado cono chocolate blanco XXL caja 4 uds 240 gr,,4.074910277603076,0.9674270143008733,€/Kg.,2023-01-01 00:00:00
carrefour-es,panaderia_y_pasteleria_tartas_y_pasteles,Papilla zanahorias baby con ternera Hero baby +6 meses,130 G.,4.310490132923658,4.095650651360077,l,2023-01-01 00:00:00
mercadona-es,aperitivos_aceitunas_y_encurtidos,Yogur líquido con avena sin azúcar añadido Danone Danacol pack de 6 unidades de 100 g.,370 G.,3.0950888257595297,13.4917649688696,ud,2023-01-01 00:00:00
dia-es,la_despensa_yogures_y_postres_yogures_desnatados,CORNETTO Crush helado cono chocolate blanco XXL caja 4 uds 240 gr,,1.6602756785052426,8.02297078804,€/l.,2023-01-01 00:00:00
dia-es,la_despensa_dulce_y_desayuno_chocolates_turrones_y_bombones,Vino D.O. Rueda blanco verdejo Dama del Lago 75 cl.,,0.46218615004504504,0.44958788817408907,L,2023-02-01 00:00:00
dia-es,perfumeria_e_higiene_cuidado_manos_jabon_de_manos_pastilla,Chorizo casero extra sarta Palacios 250 g.,,4.2143916111749355,12.537200462586771,€/Kg.,2023-02-01 00:00:00
carrefour-es,la_despensa_alimentacion_vitaminas_y_complementos,Cepillo cabello térmico iónico Deliplus 25 mm,Botella,0.23595098258433123,0.0,kg,2023-02-01 00:00:00
dia-es,bebidas_refrescos_isotonicas,Cerveza reserva,Pack-8,1.4264059799988231,4.822536466405473,kg,2023-02-01 00:00:00
carrefour-es,zumos_naranja,Bebida láctea sin lactosa de fresa Hacendado,Tableta,5.002610741129029,15.145938348618179,kg,2023-02-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_miel,Cepillo cabello térmico iónico Deliplus 25 mm,,3.012279270338913,7.230823112401265,kg,2023-02-01 00:00:00
carrefour-es,la_despensa_alimentacion_especias_y_sazonadores,Film transparente Bosque Verde,200 Ml.,1.8001091798002693,1.2774147812571208,kg,2023-02-01 00:00:00
dia-es,perfumeria_e_higiene_cabello_champus,Refresco de cola Carrefour zero sin cafeína lata 25 cl.,Bandeja,3.689843668746043,20.33454940002735,kg,2023-02-01 00:00:00
carrefour-es,drogueria_y_limpieza_accesorios_limpieza_guantes,CLA Prozis 90 ud.,,1.022310414352832,6.239169291780327,€/ud.,2023-02-01 00:00:00
carrefour-es,perfumeria_e_higiene_cabello_champus,Papilla zanahorias baby con ternera Hero baby +6 meses,Botella,1.4337629186809218,1.5130794108555148,kg,2023-02-01 00:00:00
carrefour-es,lacteos_y_huevos_yogures_yogur_sabores,FOXY servilletas decoradas tamaño 40 x 40 cm paquete 45 uds,50 G.,9.221670392138334,1.6224745417079585,l,2023-02-01 00:00:00
carrefour-es,alimentacion_conservas_pescado_mejillones,Helado After Dinner Magnum sin gluten 10 ud.,,1.1022549090038345,4.532699243901826,kg,2023-02-01 00:00:00
dia-es,la_despensa_alimentacion_vitaminas_y_complementos,FOXY servilletas decoradas tamaño 40 x 40 cm paquete 45 uds,Tarrito,1.047569623857122,21.066665414445673,,2023-02-01 00:00:00
mercadona-es,la_despensa_alimentacion_semillas,Fluido facial hidratante matificante DermoPure Eucerin 50 ml.,,3.6038558087233175,2.2355667574235922,kg,2023-02-01 00:00:00
carrefour-es,la_despensa_aperitivos_patatas_fritas,Limpia máquinas duo Somat 3 ud.,,0.6652599169886556,138.6337282058265,kg,2023-02-01 00:00:00
