ID_Venta,Fecha,Región,País,Ciudad,Categoría,Producto,Canal,Vendedor,Unidades,Precio_Unitario,Descuento_%,Costo_Unitario,Satisfacción,Método_Pago,Año,Mes,Día_Semana,Latitud,Longitud,Ventas_Totales,Beneficio
254,2021-12-13,Asia,India,Ciudad_30,Ropa,Pantalón,Distribuidor,Vendedor_7,49,256.16,18.15,185.17,3,Efectivo,2021,Septiembre,Domingo,43.9363,39.659,10273.681040000001,1200.3510400000014
255,2022-11-21,África,Egipto,Ciudad_29,Juguetes,Auto de juguete,Distribuidor,Vendedor_13,5,521.43,25.35,321.9,5,Efectivo,2022,Enero,Sábado,-48.0321,21.679,1946.2374749999997,336.7374749999997
256,2023-09-01,África,Egipto,Ciudad_18,Juguetes,Muñeca,Distribuidor,Vendedor_9,27,786.97,19.83,424.31,10,Tarjeta,2023,Julio,Domingo,-19.5786,47.2343,17034.673923000002,5578.303923000001
257,2023-08-24,Europa,Italia,Ciudad_9,Alimentos,Pan,Online,Vendedor_12,46,53.27,9.89,31.26,9,Tarjeta,2023,Febrero,Lunes,9.6315,-38.5723,2208.0734620000003,770.1134620000003
258,2022-05-14,Europa,España,Ciudad_19,Hogar,Mesa,Distribuidor,Vendedor_4,63,313.6,13.45,179.12,5,Efectivo,2022,Mayo,Viernes,11.5202,55.5719,17099.510400000003,5814.950400000003
259,2021-11-13,Asia,India,Ciudad_15,Hogar,Mesa,Online,Vendedor_12,27,750.31,22.58,395.63,8,Transferencia,2021,Enero,Domingo,41.7192,-26.3948,15684.030053999999,5002.020053999999
260,2021-08-25,África,Egipto,Ciudad_12,Alimentos,Cereal,Online,Vendedor_13,42,$95.25,24.7,59.21,1,Efectivo,2021,Marzo,Lunes,2.2774,-45.7211,3012.3765,525.5564999999997
261,2022-01-13,Asia,China,Ciudad_30,Hogar,Silla,Tienda,Vendedor_14,19,544.24,25.45,394.77,2,Tarjeta,2022,Junio,Domingo,35.6177,-91.2015,7708.88748,208.25748000000112
262,2021-11-19,África,Marruecos,Ciudad_26,Juguetes,Muñeca,Tienda,Vendedor_13,72,247.89,23.43,140.48,5,Tarjeta,2021,Diciembre,Domingo,5.8038,38.7813,13666.274856,3551.7148560000005
263,2023-03-11,África,Marruecos,Ciudad_19,Alimentos,Queso,Tienda,Vendedor_2,31,$225.31,0.34,171.17,8,Tarjeta,2023,Agosto,Viernes,-6.0911,-21.6334,6960.862326,1654.5923260000009
264,2022-01-23,América,Brasil,Ciudad_30,Electrónica,Televisor,Distribuidor,Vendedor_9,35,32.54,14.62,22.78,7,Transferencia,2022,Octubre,Sábado,-41.5024,-0.328,972.3928199999999,175.09281999999985
265,2022-02-24,América,Argentina,Ciudad_7,Hogar,Cama,Online,Vendedor_6,62,359.74,27.64,277.53,5,Tarjeta,2022,Enero,Domingo,10.6555,-73.1193,16139.087568,-1067.7724319999961
266,2023/11/04,América,Argentina,Ciudad_24,Alimentos,Pan,Online,Vendedor_15,37,,26.48,260.04,8,Transferencia,2023,Agosto,Lunes,28.2113,-77.7451,11186.442952000001,1564.9629519999999
267,2022-05-02,Europa,Alemania,Ciudad_17,Electrónica,Laptop,Online,Vendedor_11,6,230.58,3.66,148.94,3,Tarjeta,2022,Marzo,Domingo,-30.3395,-20.3464,1332.844632,439.20463200000006
268,2023-01-23,África,Egipto,Ciudad_12,Ropa,Chaqueta,Distribuidor,Vendedor_7,33,454.71,12.62,369.55,1,Transferencia,2023,Enero,Martes,9.5911,-44.4288,13111.744734,916.5947340000002
269,2022-04-01,Europa,Francia,Ciudad_4,Ropa,Camisa,Distribuidor,Vendedor_6,17,434.43,14.18,329.51,8,Tarjeta,2022,Marzo,Sábado,30.2897,-64.5438,6338.073042,736.4030419999999
270,2022-01-24,Europa,Alemania,Ciudad_1,Juguetes,Auto de juguete,Tienda,Vendedor_15,26,$234.31,24.38,193.55,1,Tarjeta,2022,Junio,Lunes,-47.8543,44.8641,4606.815772,-425.48422800000026
271,2022-06-05,Asia,China,Ciudad_24,Juguetes,Puzzle,Online,Vendedor_10,10,707.63,6.03,420.13,1,Transferencia,2022,Febrero,Domingo,-48.1426,-50.8316,6649.59911,2448.29911
272,2022/12/03,Asia,Corea del Sur,Ciudad_2,Juguetes,Muñeca,Online,Vendedor_15,54,789.33,19.35,598.49,5,Efectivo,2022,Junio,Sábado,38.8869,60.7463,34376.11083,2057.6508299999987
273,2021-12-03,Asia,China,Ciudad_26,Ropa,Pantalón,Tienda,Vendedor_2,46,792.95,8.68,650.45,1,Transferencia,2021,Noviembre,Domingo,-24.304,-43.948,33309.609240000005,3388.9092400000045
274,2022-12-25,África,Egipto,Ciudad_12,Electrónica,Laptop,Tienda,Vendedor_10,4,215.51,21.31,117.16,1,Tarjeta,2022,Marzo,Martes,19.2808,-81.1689,678.339276,209.69927600000005
275,2023-11-08,América,México,Ciudad_8,Juguetes,Pelota,Distribuidor,Vendedor_8,75,251.83,29.8,164.08,5,Efectivo,2023,Julio,Miércoles,-38.4044,9.8532,13258.849499999998,952.8494999999966
276,2023-08-26,Europa,Italia,Ciudad_5,Hogar,Mesa,Distribuidor,Vendedor_2,50,441.36,27.72,220.68,3,Transferencia,2023,Octubre,Miércoles,40.939,53.0608,15950.7504,4916.750400000001
277,2022-01-03,América,EEUU,Ciudad_8,Hogar,Mesa,Tienda,Vendedor_12,61,597.47,10.03,384.85,6,Efectivo,2022,Julio,Martes,-34.609,6.456,32790.169298999994,9314.319298999992
278,2021-07-13,América,México,Ciudad_26,Alimentos,Queso,Distribuidor,Vendedor_8,46,33.79,2.47,18.34,4,Efectivo,2021,Enero,Sábado,-38.9111,-4.7379,1515.947802,672.3078019999999
279,2023-12-17,Asia,China,Ciudad_6,Electrónica,Televisor,Tienda,Vendedor_11,2,534.27,19.24,369.11,4,Transferencia,2023,Octubre,Domingo,-15.7959,-65.6413,862.952904,124.73290399999996
280,2021-05-18,América,EEUU,Ciudad_10,Electrónica,Televisor,Online,Vendedor_7,51,783.31,10.74,556.03,2,Transferencia,2021,Agosto,Lunes,24.9858,-69.8992,35658.307806,7300.777805999998
281,2021-09-18,África,Nigeria,Ciudad_9,Electrónica,Televisor,Online,Vendedor_14,41,39.49,12.94,25.42,5,Tarjeta,2021,Febrero,Martes,-43.1986,-75.1902,1409.579754,367.35975400000007
282,2023-03-10,Europa,Italia,Ciudad_17,Hogar,Silla,Online,Vendedor_15,49,430.59,0.24,320.7,6,Tarjeta,2023,Enero,Martes,-14.7437,83.2671,21048.272616000002,5333.972616000003
283,2023-10-21,Europa,Italia,Ciudad_22,Electrónica,Televisor,Online,Vendedor_8,46,706.58,28.77,577.74,5,Efectivo,2023,Mayo,Viernes,20.0641,9.429,23151.658964,-3424.3810360000025
284,2021-12-13,Asia,Japón,Ciudad_7,Hogar,Silla,Online,Vendedor_6,55,490.64,17.62,286.1,6,Tarjeta,2021,Enero,Martes,8.4534,-66.7547,22230.40776,6494.907759999996
285,2022-01-10,Asia,China,Ciudad_19,,Auriculares,Online,Vendedor_9,12,194.32,20.63,126.7,1,Efectivo,2022,Junio,Miércoles,9.3657,-64.3841,1850.7814080000003,330.3814080000002
286,2023/11/08,América,Brasil,Ciudad_23,Hogar,Silla,Distribuidor,Vendedor_14,74,275.81,14.87,223.73,10,Tarjeta,2023,Julio,Miércoles,9.7102,0.0668,17374.981922,818.9619219999986
287,2021-12-25,Asia,China,Ciudad_21,Ropa,Chaqueta,Distribuidor,Vendedor_13,65,372.56,10.87,311.98,9,Transferencia,2021,Febrero,Lunes,47.4024,-93.6534,21584.07732,1305.3773199999996
288,2022-08-01,África,Marruecos,Ciudad_24,Electrónica,Televisor,Distribuidor,Vendedor_10,45,278.36,18.96,148.49,9,Transferencia,2022,Octubre,Lunes,-5.9653,-37.6018,10151.23248,3469.1824800000004
289,2021-10-18,América,EEUU,Ciudad_14,Hogar,Mesa,Distribuidor,Vendedor_15,35,153.69,14.69,84.86,4,Tarjeta,2021,Julio,Sábado,-30.9721,32.668,4588.952864999999,1618.8528649999994
290,2021-07-14,América,México,Ciudad_4,Juguetes,Auto de juguete,Tienda,Vendedor_13,19,623.23,1.81,467.86,1,Tarjeta,2021,Julio,Viernes,-2.6845,9.2773,11627.041203,2737.7012030000005
291,2021-11-11,Asia,China,Ciudad_16,Juguetes,Puzzle,Tienda,Vendedor_4,40,748.26,9.97,550.04,7,Efectivo,2021,Marzo,Miércoles,49.8421,84.6812,26946.33912,4944.739120000002
292,2021-05-07,América,EEUU,Ciudad_28,Electrónica,Smartphone,Distribuidor,Vendedor_15,13,328.16,1.26,215.15,10,Tarjeta,2021,Enero,Martes,-31.6999,-17.6363,4212.327392,1415.3773919999999
293,2023-08-09,África,Marruecos,Ciudad_16,Hogar,Silla,Tienda,Vendedor_1,23,229.2,13.46,172.02,9,Tarjeta,2023,Septiembre,Martes,18.4033,-82.1703,4562.04264,605.5826399999996
294,2022/10/10,África,,Ciudad_8,Juguetes,Auto de juguete,,Vendedor_2,59,,13.49,481.1,7,Efectivo,2022,Junio,Sábado,42.4054,-25.497,30358.616911,1973.7169109999995
295,2023-01-17,Asia,India,Ciudad_28,Juguetes,Auto de juguete,Tienda,Vendedor_9,77,201.87,2.08,143.35,5,Efectivo,2023,Junio,Miércoles,28.9447,-2.4998,15220.675007999998,4182.725007999999
296,2023-07-18,Asia,Japón,Ciudad_18,Electrónica,Smartphone,Distribuidor,Vendedor_13,67,161.0,3.75,121.87,10,Transferencia,2023,Marzo,Domingo,-49.9373,-37.8697,10382.487500000001,2217.197500000001
297,2022-11-06,Asia,Japón,Ciudad_18,Hogar,Cama,Tienda,Vendedor_2,48,490.69,25.48,384.57,5,Efectivo,2022,Septiembre,Sábado,-24.5678,-8.5167,17551.785023999997,-907.5749760000035
298,2022/04/09,África,Egipto,Ciudad_14,Electrónica,Televisor,Distribuidor,Vendedor_8,64,,21.04,441.61,10,Efectivo,2022,Marzo,Martes,-23.4818,35.2288,38933.723136,10670.683136
299,2023-01-10,Europa,Italia,Ciudad_20,Ropa,Chaqueta,Distribuidor,Vendedor_6,45,516.83,13.0,429.33,4,Tarjeta,2023,Julio,Miércoles,8.4294,79.3602,20233.894500000002,914.0445000000036
300,2021-04-12,Europa,España,Ciudad_22,Hogar,Lámpara,Distribuidor,Vendedor_5,24,552.91,4.74,418.16,9,Efectivo,2021,Noviembre,Domingo,-0.958,-47.2531,12640.849584,2605.0095839999994
301,2023-08-13,Europa,España,Ciudad_26,Alimentos,Queso,Online,Vendedor_12,50,57.01,28.76,31.17,3,Transferencia,2023,Julio,Viernes,27.643,92.7137,2030.6961999999999,472.19619999999986
302,2022-04-07,Europa,Italia,Ciudad_30,Electrónica,Laptop,Online,Vendedor_7,37,622.25,22.68,425.05,6,Transferencia,2022,Octubre,Lunes,-28.2256,-12.8166,17801.5769,2074.7268999999997
303,2021-05-23,América,EEUU,Ciudad_13,Hogar,Cama,Tienda,Vendedor_2,80,93.06,13.61,77.21,2,Tarjeta,2021,Noviembre,Lunes,-7.8372,-0.2984,6431.56272,254.76272000000063
304,2021-02-18,Asia,Corea del Sur,Ciudad_19,Juguetes,Pelota,Tienda,Vendedor_1,24,363.02,6.92,303.67,7,Efectivo,2021,Septiembre,Domingo,21.5761,-3.684,8109.576383999999,821.4963839999991
305,2021-01-27,África,Nigeria,Ciudad_12,Alimentos,Pan,Online,Vendedor_15,65,785.14,19.61,629.46,7,Tarjeta,2021,Septiembre,Jueves,8.2275,-10.9102,41026.31299,111.41298999999708
306,2023-05-23,América,Argentina,Ciudad_14,Juguetes,Auto de juguete,Online,Vendedor_8,19,303.22,7.04,167.45,4,Transferencia,2023,Noviembre,Martes,8.878,24.8352,5355.592928,2174.0429280000003
307,2022-05-28,África,Sudáfrica,Ciudad_17,Juguetes,Pelota,Tienda,Vendedor_15,3,338.31,19.01,179.02,10,Transferencia,2022,Diciembre,Martes,19.0695,31.5982,821.991807,284.93180699999994
308,2022-06-08,Asia,Japón,Ciudad_10,,Cereal,Tienda,Vendedor_5,11,410.03,0.36,240.94,3,Tarjeta,2022,Septiembre,Lunes,-38.4764,61.6226,4494.092812,1843.7528119999997
309,2022-01-06,América,Brasil,Ciudad_21,Juguetes,Auto de juguete,Online,Vendedor_9,40,602.63,14.49,473.54,2,Transferencia,2022,Agosto,Domingo,25.4759,-98.3485,20612.35652,1670.756519999999
310,2023-12-13,Asia,Corea del Sur,Ciudad_10,Juguetes,Puzzle,Distribuidor,Vendedor_11,3,452.1,17.79,273.23,9,Transferencia,2023,Noviembre,Jueves,-42.9061,-63.9084,1115.0142300000002,295.32423000000017
311,2021-09-15,América,México,Ciudad_4,Alimentos,Queso,Tienda,Vendedor_8,73,9.66,17.61,6.01,5,Transferencia,2021,Marzo,Sábado,40.4804,71.8703,580.997802,142.26780200000002
312,2023/06/24,Asia,China,Ciudad_4,Hogar,Mesa,Distribuidor,Vendedor_10,77,33.95,27.53,20.59,4,Efectivo,2023,Febrero,Lunes,-44.8464,-37.3282,1894.4745050000001,309.0445050000001
313,2023-07-07,Europa,Alemania,Ciudad_19,Hogar,Mesa,Online,Vendedor_12,4,555.95,12.93,280.59,6,Efectivo,2023,Diciembre,Lunes,-29.961,-1.2771,1936.2626600000003,813.9026600000004
314,2023-03-24,Asia,China,Ciudad_17,Electrónica,Auriculares,Distribuidor,Vendedor_1,60,159.88,5.91,128.53,1,Transferencia,2023,Febrero,Miércoles,-6.5327,23.0736,9025.86552,1314.0655199999992
315,2021-11-10,Europa,Francia,Ciudad_2,Juguetes,Puzzle,Distribuidor,Vendedor_4,61,80.95,21.88,62.72,5,Efectivo,2021,Abril,Sábado,48.7799,67.0342,3857.52654,31.606539999999768
316,2022-07-12,Asia,Corea del Sur,Ciudad_6,Hogar,Mesa,Online,Vendedor_14,12,703.61,9.76,582.06,2,Efectivo,2022,Enero,Martes,6.4274,-0.17,7619.251968,634.5319680000002
317,2021-07-04,Asia,India,Ciudad_28,,Cama,Online,Vendedor_12,34,319.64,7.13,195.65,10,Tarjeta,2021,Agosto,Martes,0.0619,41.7684,10092.888712,3440.7887119999996
318,2021-12-10,Asia,Corea del Sur,Ciudad_1,Electrónica,Laptop,Online,Vendedor_7,15,743.47,12.16,553.09,3,Efectivo,2021,Mayo,Jueves,6.8269,-53.4199,9795.960720000001,1499.6107200000006
319,2023-04-18,América,Brasil,Ciudad_1,Ropa,Camisa,Distribuidor,Vendedor_7,5,582.08,8.04,408.66,1,Tarjeta,2023,Octubre,Viernes,-4.742,-10.0913,2676.40384,633.1038399999998
320,2021-10-22,América,EEUU,Ciudad_6,Electrónica,Auriculares,,Vendedor_6,12,670.59,20.41,584.9,2,Tarjeta,2021,Mayo,Jueves,-3.1319,90.8985,6404.670972000001,-614.1290279999985
321,2021-01-22,Asia,Corea del Sur,Ciudad_22,Electrónica,Televisor,Tienda,Vendedor_8,76,,14.82,325.89,1,Efectivo,2021,Diciembre,Viernes,41.4989,62.5871,28128.1396,3360.499599999999
322,2021-03-28,Asia,China,Ciudad_1,Electrónica,Laptop,Online,Vendedor_15,23,,25.22,97.2,5,Efectivo,2021,Febrero,Lunes,11.2968,-85.0185,3203.560244,967.9602439999999
323,2021-09-25,Asia,Japón,Ciudad_7,Juguetes,Puzzle,Distribuidor,Vendedor_4,61,227.83,2.18,185.46,4,Efectivo,2021,Diciembre,Martes,26.0481,21.7624,13594.661666,2281.6016659999987
324,2022-02-13,Asia,India,Ciudad_5,Electrónica,Smartphone,Online,Vendedor_11,17,636.39,19.54,541.16,8,Transferencia,2022,Julio,Martes,-14.0909,-40.4282,8704.669698,-495.05030199999965
325,2022-02-23,América,Brasil,Ciudad_4,Alimentos,Cereal,Tienda,Vendedor_1,38,548.12,0.97,378.89,4,Efectivo,2022,Agosto,Jueves,-42.6529,-94.505,20626.522968,6228.702968000001
326,2023-11-02,América,,Ciudad_25,Hogar,Lámpara,Distribuidor,Vendedor_11,38,726.88,0.83,578.88,2,Efectivo,2023,Abril,Jueves,26.3628,70.9112,27392.182048,5394.742048
327,2023-06-21,América,Brasil,Ciudad_30,,Laptop,Online,Vendedor_7,33,163.74,3.09,118.87,4,Efectivo,2023,Marzo,Lunes,48.2122,-38.397,5236.454322,1313.7443219999996
328,2021-11-13,Asia,India,Ciudad_22,Hogar,Silla,Distribuidor,Vendedor_1,33,742.13,4.14,567.92,7,Transferencia,2021,Octubre,Lunes,23.4126,-8.9872,23476.391994,4735.0319940000045
329,2023-03-21,América,EEUU,Ciudad_30,Hogar,Mesa,Online,Vendedor_11,44,363.69,14.11,238.34,3,Efectivo,2023,Marzo,Viernes,-31.2195,-63.9858,13744.427004000001,3257.467004
330,2023-11-20,Asia,Corea del Sur,Ciudad_7,Electrónica,Televisor,Online,Vendedor_2,12,$196.35,13.51,151.39,2,Efectivo,2023,Junio,Sábado,-8.9751,-59.3525,2037.87738,221.19738000000007
331,2023-09-07,América,Brasil,Ciudad_29,,Chaqueta,Distribuidor,Vendedor_12,69,426.01,1.42,322.06,2,Efectivo,2023,Octubre,Martes,-36.0446,36.4625,28977.285401999998,6755.145401999998
332,2022-04-12,Asia,Corea del Sur,Ciudad_27,,Muñeca,Distribuidor,Vendedor_7,57,241.12,28.91,150.35,4,Tarjeta,2022,Enero,Domingo,43.2912,-19.7785,9770.495856,1200.5458560000006
333,2021-02-09,África,Egipto,Ciudad_10,Ropa,Camisa,Distribuidor,Vendedor_9,49,633.88,15.17,326.96,8,Transferencia,2021,Diciembre,Viernes,47.5927,-64.2563,26348.299796,10327.259796
334,2023/05/27,África,Marruecos,Ciudad_5,Juguetes,Puzzle,Distribuidor,Vendedor_7,49,682.01,8.64,369.07,9,Transferencia,2023,Agosto,Domingo,27.8964,6.2501,30531.132464,12446.702463999998
335,2021-09-19,África,Sudáfrica,Ciudad_12,Hogar,Silla,Distribuidor,Vendedor_7,40,529.78,24.41,454.24,7,Tarjeta,2021,Julio,Domingo,-43.102,-14.5358,16018.428079999998,-2151.1719200000007
336,2021-08-09,África,Marruecos,Ciudad_16,Electrónica,Televisor,Distribuidor,Vendedor_14,60,490.71,15.12,361.48,5,Efectivo,2021,Diciembre,Miércoles,19.9875,44.302,24990.87888,3302.0788799999973
337,2021-03-28,África,Sudáfrica,Ciudad_12,Hogar,Mesa,Distribuidor,Vendedor_11,45,747.54,7.82,590.76,3,Tarjeta,2021,Marzo,Lunes,-4.7218,41.9295,31008.706739999994,4424.506739999993
338,2021-07-06,África,Egipto,Ciudad_17,Hogar,Mesa,Tienda,Vendedor_10,64,341.92,21.35,257.38,1,Transferencia,2021,Julio,Viernes,24.743,25.2309,17210.88512,738.5651199999993
339,2023-06-16,África,Nigeria,Ciudad_30,Alimentos,Leche,Distribuidor,Vendedor_10,37,456.74,6.46,244.78,4,Tarjeta,2023,Agosto,Domingo,-9.9262,71.1874,15807.680052000002,6750.820052000001
340,2022-02-22,América,Brasil,Ciudad_23,Electrónica,Laptop,Tienda,Vendedor_13,78,$389.62,12.02,273.44,8,Efectivo,2022,Septiembre,Sábado,-40.6333,-15.4019,26737.438728,5409.118728000001
341,2021-12-19,Asia,China,Ciudad_30,Electrónica,Laptop,Tienda,Vendedor_5,32,99.79,27.14,71.33,8,Tarjeta,2021,Abril,Domingo,7.6754,75.0831,2326.623808,44.06380799999988
342,2021/09/05,África,Nigeria,Ciudad_30,Juguetes,Auto de juguete,Online,Vendedor_4,13,$310.39,26.38,185.05,8,Transferencia,2021,Marzo,Lunes,-3.8583,17.6389,2970.6185339999997,564.9685339999996
343,2022-02-22,Europa,Francia,Ciudad_14,Electrónica,Laptop,Distribuidor,Vendedor_15,27,770.68,9.32,463.07,8,Transferencia,2022,Enero,Sábado,30.6181,-52.3946,18869.020847999996,6366.130847999997
344,2023-04-08,África,Egipto,Ciudad_13,Hogar,Cama,Tienda,Vendedor_4,71,566.27,0.89,308.74,8,Transferencia,2023,Marzo,Domingo,-21.6505,-2.82,39847.343987,17926.803987
345,2022/12/04,África,Marruecos,Ciudad_11,Electrónica,Smartphone,Distribuidor,Vendedor_12,39,730.71,20.03,519.62,2,Tarjeta,2022,Agosto,Miércoles,14.1433,72.6327,22789.602693,2524.4226930000004
346,2022-07-14,Europa,,Ciudad_17,Hogar,Mesa,Distribuidor,Vendedor_12,70,267.04,1.33,157.52,4,Tarjeta,2022,Marzo,Martes,22.9893,74.9151,18444.185760000004,7417.7857600000025
347,2023-05-23,Europa,Alemania,Ciudad_1,Alimentos,Queso,Online,Vendedor_8,54,400.39,1.54,355.27,7,Tarjeta,2023,Febrero,Martes,-13.6112,67.3824,21288.095675999997,2103.515675999999
348,2021-12-23,América,Brasil,Ciudad_25,Ropa,Pantalón,Online,Vendedor_7,39,609.6,21.91,457.21,5,Transferencia,2021,Junio,Martes,29.784,78.7267,18565.42896,734.2389600000024
349,2023-03-11,África,Marruecos,Ciudad_22,Electrónica,Smartphone,Tienda,Vendedor_11,27,,2.99,210.44,3,Transferencia,2023,Octubre,Domingo,27.3574,-79.6941,8086.734197999999,2404.854197999999
350,2023-10-15,Asia,China,Ciudad_27,Hogar,Lámpara,Online,Vendedor_12,33,405.27,14.53,355.32,2,Efectivo,2023,Enero,Domingo,-12.3934,-76.9811,11430.680877,-294.8791229999988
351,2021-09-20,América,Argentina,Ciudad_5,Hogar,Cama,Online,Vendedor_15,40,604.12,15.21,495.29,8,Transferencia,2021,Abril,Sábado,-48.8704,21.5067,20489.333919999997,677.7339199999951
352,2021-09-02,América,,Ciudad_20,Ropa,Pantalón,Distribuidor,Vendedor_3,27,311.58,5.3,178.52,1,Efectivo,2021,Mayo,Jueves,45.1603,-68.6076,7966.789019999999,3146.7490199999993
353,2022-09-23,Asia,Japón,Ciudad_12,Electrónica,Laptop,Online,Vendedor_3,76,237.0,5.98,161.98,10,Efectivo,2022,Febrero,Martes,-43.4216,-39.249,16934.882400000002,4624.402400000003
354,2022/09/17,Asia,Corea del Sur,Ciudad_30,Electrónica,Auriculares,,Vendedor_3,24,25.56,24.0,12.92,4,Transferencia,2022,Enero,Lunes,-17.9365,-46.8392,466.21439999999996,156.13439999999997
355,2021-03-05,América,Brasil,Ciudad_30,Alimentos,Queso,Distribuidor,Vendedor_15,73,511.49,11.06,396.42,2,Tarjeta,2021,Octubre,Jueves,12.5028,-22.1965,33209.102038000005,4270.442038000005
356,2023-09-16,Europa,Alemania,Ciudad_9,,Laptop,,Vendedor_6,73,350.79,11.53,255.42,6,Efectivo,2023,Marzo,Domingo,-24.812,-94.5513,22655.105649,4009.445649000001
357,2023-03-09,Asia,Japón,Ciudad_24,Juguetes,Pelota,Online,Vendedor_6,60,237.99,16.13,132.13,5,Efectivo,2023,Septiembre,Viernes,48.0613,-82.7262,11976.132780000002,4048.3327800000025
358,2021-10-15,Europa,Italia,Ciudad_30,Juguetes,Auto de juguete,Online,Vendedor_1,39,341.33,29.35,275.89,6,Efectivo,2021,Febrero,Miércoles,-47.7459,-20.9961,9404.836154999997,-1354.873845000002
359,2022-09-26,América,México,Ciudad_11,Ropa,Camisa,Online,Vendedor_13,16,$759.92,2.09,569.24,3,Transferencia,2022,Noviembre,Lunes,-34.9442,68.2634,11904.602751999999,2796.7627519999987
360,2021-06-07,América,Argentina,Ciudad_18,Ropa,Camisa,Distribuidor,Vendedor_10,73,206.77,27.38,149.32,1,Efectivo,2021,Agosto,Lunes,41.0355,76.2273,10961.415302,61.055302000000665
361,2022-06-26,América,Argentina,Ciudad_23,Ropa,Camisa,Distribuidor,Vendedor_7,22,759.61,10.98,388.96,3,Efectivo,2022,Noviembre,Jueves,-15.0162,57.541,14876.506084000002,6319.386084000003
362,2023-02-22,América,Argentina,Ciudad_19,,Puzzle,,Vendedor_4,80,398.2,27.93,279.59,2,Tarjeta,2023,Noviembre,Viernes,-7.0169,59.6807,22958.6192,591.4192000000039
363,2022-05-15,Asia,Japón,Ciudad_18,Ropa,Pantalón,Distribuidor,Vendedor_10,61,494.12,4.57,419.52,10,Efectivo,2022,Septiembre,Sábado,1.6986,62.7622,28763.861676,3173.141676000003
364,2021-11-18,América,EEUU,Ciudad_20,Alimentos,Queso,Distribuidor,Vendedor_13,53,487.14,8.37,286.18,10,Efectivo,2021,Marzo,Jueves,-17.8078,-95.2751,23657.418245999997,8489.878245999997
365,2022-08-09,África,Marruecos,Ciudad_2,Ropa,Zapatos,Distribuidor,Vendedor_6,38,157.44,2.23,91.37,7,Tarjeta,2022,Agosto,Viernes,1.4468,72.4029,5849.305344,2377.245344
366,2022-01-23,África,Sudáfrica,Ciudad_17,Hogar,Cama,Distribuidor,Vendedor_13,74,512.81,25.97,383.57,1,Tarjeta,2022,Enero,Sábado,-34.1535,79.7492,28092.859981999994,-291.3200180000058
367,2022-11-24,África,Egipto,Ciudad_14,Hogar,Cama,Tienda,Vendedor_5,35,436.96,26.4,238.62,10,Tarjeta,2022,Octubre,Sábado,47.4388,-85.1074,11256.0896,2904.3895999999986
368,2022-02-16,Europa,Alemania,Ciudad_26,Alimentos,Pan,Tienda,Vendedor_7,80,664.0,17.97,570.59,6,Efectivo,2022,Julio,Lunes,-49.58,-65.3792,43574.336,-2072.8640000000014
369,2022-02-09,América,EEUU,Ciudad_20,Ropa,Pantalón,Distribuidor,Vendedor_2,64,284.34,28.64,210.84,6,Transferencia,2022,Noviembre,Lunes,48.3502,2.6873,12985.921536,-507.8384640000004
370,2023-10-12,África,Egipto,Ciudad_4,,Queso,Online,Vendedor_11,4,471.84,29.46,243.59,1,Efectivo,2023,Agosto,Viernes,0.5353,-76.8333,1331.343744,356.983744
371,2021-09-08,Europa,,Ciudad_11,Alimentos,Cereal,Distribuidor,Vendedor_10,12,88.68,2.35,62.04,2,Transferencia,2021,Junio,Martes,49.6494,84.1517,1039.1522400000001,294.6722400000001
372,2023/02/13,África,Marruecos,Ciudad_9,Alimentos,Leche,Distribuidor,Vendedor_1,31,358.4,15.47,277.98,4,Tarjeta,2023,Agosto,Jueves,18.6013,33.2789,9391.62112,774.2411199999988
373,2022-07-15,Europa,Italia,Ciudad_19,Hogar,Lámpara,Tienda,Vendedor_8,32,565.7,8.92,480.07,4,Efectivo,2022,Octubre,Viernes,27.0382,59.0779,16487.665920000003,1125.4259200000033
374,2023/12/21,Asia,China,Ciudad_1,Alimentos,Queso,Distribuidor,Vendedor_11,70,692.13,6.12,415.93,9,Efectivo,2023,Agosto,Domingo,38.1625,13.6422,45484.01508,16368.915079999995
375,2021-09-26,Asia,Corea del Sur,Ciudad_3,Electrónica,Auriculares,Online,Vendedor_8,75,299.96,28.83,205.41,5,Efectivo,2021,Enero,Jueves,3.5513,-89.1524,16011.1149,605.3649000000005
376,2021-05-14,Europa,Francia,Ciudad_20,Hogar,Mesa,Online,Vendedor_9,62,510.27,13.26,370.18,2,Tarjeta,2021,Enero,Viernes,-20.1624,-25.5083,27441.708275999998,4490.548275999998
377,2023-11-21,África,Sudáfrica,Ciudad_19,Hogar,Mesa,Distribuidor,Vendedor_11,25,103.6,8.95,63.83,2,Transferencia,2023,Diciembre,Viernes,-36.8823,-52.0228,2358.195,762.4450000000002
378,2022-01-21,América,Brasil,Ciudad_15,Juguetes,Pelota,Online,Vendedor_5,14,484.37,23.75,251.73,9,Tarjeta,2022,Abril,Domingo,28.2981,-28.5077,5170.64975,1646.4297499999998
379,2022-11-02,África,Nigeria,Ciudad_7,Juguetes,Muñeca,Online,Vendedor_15,9,167.43,21.47,90.49,5,Efectivo,2022,Abril,Jueves,-17.5526,84.2048,1183.345011,368.93501100000015
380,2021-08-19,América,Brasil,Ciudad_16,Juguetes,Puzzle,Distribuidor,Vendedor_8,23,224.24,29.26,201.07,4,Tarjeta,2021,Junio,Sábado,27.9932,85.9394,3648.4296480000003,-976.1803519999994
